meanfun,IQR,spent,label,Q25
0.67,0.189,0.42,female,0.85
0.666,0.066,0.297,female,0.93
0.685,0.068,0.3,female,0.919
0.682,0.084,0.349,female,0.946
0.703,0.074,0.35,female,0.905
0.749,0.067,0.256,female,0.962
0.672,0.063,0.435,female,0.863
0.66,0.063,0.329,female,0.926
0.7,0.091,0.385,female,0.883
0.777,0.079,0.303,female,0.862
0.75,0.12,0.406,female,0.872
0.657,0.123,0.431,female,0.828
0.742,0.088,0.369,female,0.899
0.748,0.095,0.393,female,0.868
0.699,0.087,0.334,female,0.901
0.567,0.061,0.334,female,0.915
0.643,0.047,0.329,female,0.912
0.73,0.091,0.342,female,0.907
0.608,0.084,0.443,female,0.86
0.549,0.176,0.504,female,0.825
0.65,0.133,0.375,female,0.88
0.725,0.058,0.353,female,0.858
0.659,0.07,0.36,female,0.896
0.735,0.049,0.339,female,0.908
0.713,0.083,0.347,female,0.908
0.698,0.037,0.332,female,0.904
0.656,0.082,0.289,female,0.937
0.641,0.165,0.463,female,0.829
0.667,0.2,0.502,female,0.814
0.692,0.038,0.301,female,0.846
0.711,0.049,0.171,female,1
0.768,0.176,0.446,female,0.859
0.605,0.1,0.345,female,0.921
0.607,0.065,0.398,female,0.877
0.777,0.083,0.381,female,0.892
0.655,0.131,0.435,female,0.865
0.663,0.115,0.44,female,0.845
0.605,0.084,0.416,female,0.859
0.689,0.053,0.389,female,0.902
0.652,0.058,0.316,female,0.925
0.644,0.058,0.396,female,0.857
0.7,0.074,0.419,female,0.886
0.742,0.081,0.383,female,0.906
0.634,0.106,0.38,female,0.92
0.611,0.055,0.299,female,0.933
0.722,0.092,0.299,female,0.926
0.703,0.114,0.302,female,0.899
0.697,0.091,0.399,female,0.887
0.666,0.101,0.358,female,0.912
0.679,0.075,0.381,female,0.921
0.757,0.065,0.377,female,0.854
0.716,0.099,0.372,female,0.884
0.727,0.118,0.383,female,0.885
0.712,0.132,0.468,female,0.847
0.615,0.108,0.376,female,0.767
0.673,0.125,0.431,female,0.814
0.629,0.112,0.426,female,0.788
0.528,0.078,0.482,female,0.775
0.544,0.057,0.372,female,0.797
0.576,0.08,0.431,female,0.805
0.712,0.145,0.399,female,0.856
0.512,0.071,0.41,female,0.773
0.685,0.066,0.337,female,0.8
0.624,0.09,0.379,female,0.797
0.463,0.177,0.571,female,0.764
0.638,0.062,0.349,female,0.801
0.701,0.122,0.251,female,0.813
0.555,0.047,0.364,female,0.808
0.627,0.153,0.496,female,0.768
0.574,0.096,0.456,female,0.808
0.637,0.066,0.417,female,0.796
0.607,0.1,0.47,female,0.79
0.706,0.037,0.279,female,0.779
0.678,0.138,0.471,female,0.816
0.463,0.177,0.571,female,0.764
0.628,0.074,0.453,female,0.815
0.703,0.088,0.483,female,0.82
0.658,0.083,0.423,female,0.863
0.515,0.127,0.52,female,0.774
0.629,0.109,0.46,female,0.831
0.583,0.096,0.467,female,0.774
0.59,0.025,0.22,female,0.857
0.688,0.078,0.378,female,0.825
0.51,0.118,0.506,female,0.797
0.587,0.069,0.31,female,0.799
0.673,0.204,0.439,female,0.792
0.663,0.177,0.522,female,0.787
0.631,0.035,0.271,female,0.825
0.667,0.091,0.45,female,0.811
0.651,0.118,0.494,female,0.83
0.629,0.13,0.491,female,0.826
0.634,0.06,0.249,female,0.823
0.603,0.071,0.457,female,0.832
0.686,0.085,0.408,female,0.776
0.54,0.173,0.558,female,0.787
0.638,0.136,0.456,female,0.83
0.524,0.062,0.426,female,0.84
0.687,0.071,0.333,female,0.859
0.645,0.073,0.428,female,0.81
0.633,0.144,0.471,female,0.83
0.57,0.062,0.36,female,0.842
0.732,0.224,0.4,female,0.769
0.61,0.162,0.42,female,0.781
0.709,0.104,0.454,female,0.767
0.68,0.131,0.493,female,0.829
0.657,0.068,0.434,female,0.789
0.665,0.084,0.447,female,0.782
0.572,0.094,0.464,female,0.815
0.684,0.171,0.554,female,0.791
0.471,0.142,0.449,female,0.812
0.602,0.099,0.452,female,0.815
0.613,0.069,0.391,female,0.782
0.651,0.082,0.417,female,0.832
0.614,0.135,0.487,female,0.789
0.715,0.107,0.595,female,0.788
0.615,0.052,0.503,female,0.784
0.545,0.107,0.439,female,0.77
0.661,0.076,0.51,female,0.744
0.611,0.123,0.697,female,0.749
0.67,0.118,0.655,female,0.777
0.609,0.075,0.611,female,0.753
0.577,0.135,0.535,female,0.806
0.692,0.043,0.541,female,0.79
0.648,0.056,0.481,female,0.789
0.694,0.122,0.686,female,0.767
0.789,0.151,0.44,female,0.824
0.61,0.068,0.596,female,0.738
0.588,0.069,0.409,female,0.779
0.636,0.197,0.707,female,0.756
0.649,0.198,0.748,female,0.681
0.613,0.365,0.778,female,0.523
0.602,0.029,0.414,female,0.791
0.611,0.282,0.78,female,0.605
0.601,0.441,0.909,female,0.384
0.687,0.438,0.82,female,0.376
0.628,0.47,0.9,female,0.366
0.691,0.194,0.764,female,0.753
0.704,0.097,0.467,female,0.812
0.651,0.256,0.739,female,0.622
0.755,0.092,0.467,female,0.804
0.694,0.103,0.653,female,0.761
0.554,0.087,0.551,female,0.761
0.683,0.415,0.951,female,0.4
0.642,0.099,0.493,female,0.829
0.66,0.084,0.565,female,0.8
0.667,0.258,0.735,female,0.654
0.704,0.075,0.44,female,0.823
0.712,0.123,0.403,female,0.829
0.699,0.147,0.487,female,0.798
0.684,0.062,0.443,female,0.823
0.65,0.099,0.421,female,0.808
0.651,0.061,0.333,female,0.806
0.658,0.068,0.615,female,0.774
0.585,0.037,0.391,female,0.76
0.616,0.186,0.704,female,0.614
0.638,0.119,0.564,female,0.78
0.626,0.082,0.322,female,0.763
0.66,0.019,0.333,female,0.835
0.639,0.041,0.327,female,0.804
0.621,0.098,0.447,female,0.808
0.654,0.118,0.477,female,0.815
0.696,0.036,0.308,female,0.786
0.644,0.12,0.44,female,0.796
0.591,0.106,0.54,female,0.749
0.622,0.095,0.41,female,0.817
0.707,0.046,0.442,female,0.841
0.661,0.096,0.656,female,0.752
0.745,0.09,0.37,female,0.786
0.589,0.05,0.389,female,0.786
0.612,0.117,0.466,female,0.819
0.689,0.156,0.505,female,0.784
0.645,0.146,0.589,female,0.781
0.771,0.094,0.433,female,0.755
0.631,0.061,0.389,female,0.67
0.517,0.093,0.509,female,0.678
0.518,0.026,0.264,female,0.672
0.579,0.061,0.403,female,0.699
0.602,0.04,0.39,female,0.721
0.573,0.159,0.584,female,0.725
0.565,0.161,0.613,female,0.702
0.636,0.19,0.629,female,0.703
0.62,0.119,0.46,female,0.745
0.64,0.071,0.42,female,0.732
0.509,0.063,0.477,female,0.685
0.708,0.079,0.415,female,0.762
0.628,0.053,0.45,female,0.735
0.669,0.052,0.479,female,0.769
0.578,0.137,0.568,female,0.717
0.704,0.157,0.577,female,0.73
0.635,0.105,0.51,female,0.781
0.676,0.141,0.482,female,0.78
0.691,0.012,0.195,female,0.815
0.641,0.067,0.441,female,0.778
0.619,0.147,0.542,female,0.737
0.732,0.052,0.396,female,0.806
0.674,0.12,0.582,female,0.794
0.687,0.14,0.448,female,0.797
0.71,0.105,0.408,female,0.763
0.628,0.078,0.452,female,0.784
0.66,0.1,0.429,female,0.777
0.626,0.198,0.658,female,0.719
0.676,0.153,0.492,female,0.835
0.618,0.12,0.514,female,0.737
0.679,0.08,0.459,female,0.712
0.614,0.104,0.469,female,0.748
0.553,0.132,0.597,female,0.699
0.573,0.079,0.486,female,0.733
0.601,0.167,0.484,female,0.758
0.692,0.057,0.397,female,0.75
0.723,0.044,0.345,female,0.738
0.681,0.096,0.514,female,0.775
0.654,0.108,0.528,female,0.72
0.648,0.09,0.415,female,0.738
0.643,0.093,0.499,female,0.712
0.684,0.068,0.407,female,0.77
0.677,0.054,0.441,female,0.764
0.658,0.105,0.565,female,0.739
0.591,0.108,0.436,female,0.734
0.663,0.118,0.518,female,0.736
0.624,0.07,0.461,female,0.766
0.707,0.03,0.281,female,0.79
0.581,0.052,0.389,female,0.746
0.657,0.112,0.558,female,0.725
0.548,0.195,0.507,female,0.689
0.599,0.125,0.483,female,0.823
0.686,0.109,0.374,female,0.819
0.558,0.093,0.496,female,0.738
0.57,0.08,0.517,female,0.689
0.649,0.027,0.285,female,0.758
0.679,0.162,0.575,female,0.771
0.599,0.065,0.462,female,0.785
0.688,0.278,0.528,female,0.729
0.621,0.064,0.459,female,0.73
0.558,0.124,0.628,female,0.737
0.65,0.072,0.348,female,0.843
0.832,0.13,0.413,female,0.863
0.684,0.166,0.415,female,0.837
0.679,0.083,0.344,female,0.831
0.755,0.111,0.355,female,0.899
0.811,0.049,0.238,female,0.851
0.685,0.07,0.302,female,0.916
0.745,0.133,0.399,female,0.792
0.683,0.172,0.378,female,0.805
0.674,0.164,0.458,female,0.807
0.67,0.062,0.202,female,0.968
0.774,0.033,0.235,female,0.914
0.714,0.083,0.329,female,0.88
0.698,0.055,0.28,female,0.829
0.601,0.088,0.264,female,0.879
0.762,0.077,0.324,female,0.883
0.808,0.034,0.173,female,0.904
0.678,0.087,0.359,female,0.891
0.717,0.037,0.201,female,0.911
0.865,0.053,0.228,female,0.91
0.848,0.049,0.173,female,0.892
0.661,0.043,0.283,female,0.876
0.694,0.05,0.221,female,0.822
0.713,0.081,0.299,female,0.92
0.745,0.134,0.369,female,0.878
0.789,0.084,0.325,female,0.853
0.713,0.136,0.385,female,0.857
0.651,0.086,0.375,female,0.862
0.635,0.125,0.393,female,0.809
0.745,0.094,0.368,female,0.878
0.732,0.104,0.33,female,0.864
0.725,0.107,0.313,female,0.893
0.744,0.102,0.357,female,0.872
0.779,0.066,0.257,female,0.917
0.714,0.082,0.368,female,0.909
0.76,0.15,0.354,female,0.875
0.619,0.037,0.201,female,0.831
0.733,0.119,0.334,female,0.848
0.701,0.114,0.322,female,0.874
0.666,0.147,0.382,female,0.865
0.698,0.088,0.291,female,0.893
0.869,0.06,0.278,female,0.908
0.784,0.097,0.299,female,0.919
0.824,0.051,0.145,female,0.924
0.72,0.079,0.264,female,0.89
0.733,0.058,0.302,female,0.884
0.762,0.08,0.279,female,0.798
0.689,0.053,0.248,female,0.921
0.741,0.036,0.266,female,0.885
0.689,0.108,0.309,female,0.863
0.693,0.113,0.391,female,0.864
0.795,0.109,0.403,female,0.83
0.712,0.06,0.268,female,0.902
0.749,0.081,0.351,female,0.884
0.797,0.103,0.324,female,0.892
0.639,0.079,0.314,female,0.904
0.738,0.102,0.423,female,0.881
0.651,0.12,0.36,female,0.872
0.69,0.085,0.315,female,0.886
0.864,0.123,0.413,female,0.832
0.62,0.134,0.53,female,0.804
0.609,0.16,0.504,female,0.811
0.552,0.106,0.567,female,0.754
0.56,0.109,0.5,female,0.813
0.57,0.257,0.618,female,0.735
0.576,0.135,0.539,female,0.708
0.584,0.058,0.423,female,0.724
0.597,0.15,0.495,female,0.756
0.546,0.114,0.462,female,0.719
0.543,0.227,0.508,female,0.745
0.545,0.062,0.389,female,0.789
0.54,0.064,0.486,female,0.78
0.538,0.154,0.502,female,0.753
0.565,0.112,0.395,female,0.758
0.637,0.109,0.456,female,0.786
0.501,0.09,0.409,female,0.72
0.586,0.109,0.464,female,0.812
0.621,0.172,0.532,female,0.75
0.541,0.084,0.509,female,0.773
0.63,0.158,0.533,female,0.715
0.593,0.141,0.43,female,0.807
0.622,0.172,0.493,female,0.768
0.621,0.115,0.429,female,0.734
0.543,0.064,0.369,female,0.701
0.636,0.09,0.421,female,0.782
0.515,0.119,0.54,female,0.727
0.647,0.149,0.478,female,0.733
0.581,0.079,0.325,female,0.686
0.531,0.118,0.49,female,0.731
0.633,0.094,0.495,female,0.714
0.65,0.094,0.432,female,0.735
0.611,0.091,0.443,female,0.695
0.632,0.05,0.254,female,0.687
0.587,0.099,0.308,female,0.648
0.632,0.065,0.394,female,0.746
0.564,0.13,0.483,female,0.675
0.581,0.163,0.547,female,0.69
0.577,0.153,0.554,female,0.713
0.619,0.124,0.536,female,0.699
0.528,0.163,0.589,female,0.654
0.675,0.144,0.512,female,0.741
0.539,0.277,0.565,female,0.728
0.617,0.103,0.548,female,0.74
0.441,0.225,0.628,female,0.703
0.635,0.122,0.489,female,0.763
0.619,0.197,0.472,female,0.729
0.68,0.124,0.363,female,0.726
0.582,0.038,0.35,female,0.744
0.558,0.161,0.483,female,0.717
0.536,0.158,0.54,female,0.65
0.641,0.153,0.501,female,0.697
0.503,0.125,0.487,female,0.753
0.635,0.133,0.611,female,0.721
0.591,0.156,0.493,female,0.772
0.547,0.152,0.559,female,0.701
0.601,0.1,0.395,female,0.675
0.566,0.132,0.506,female,0.727
0.469,0.132,0.553,female,0.702
0.6,0.203,0.55,female,0.656
0.594,0.173,0.547,female,0.689
0.607,0.278,0.688,female,0.653
0.557,0.348,0.602,female,0.599
0.559,0.238,0.696,female,0.661
0.513,0.324,0.662,female,0.597
0.568,0.157,0.519,female,0.611
0.555,0.257,0.671,female,0.615
0.544,0.185,0.694,female,0.634
0.557,0.227,0.66,female,0.673
0.549,0.322,0.627,female,0.628
0.571,0.316,0.744,female,0.601
0.527,0.346,0.674,female,0.646
0.606,0.097,0.537,female,0.671
0.568,0.24,0.588,female,0.661
0.582,0.286,0.64,female,0.674
0.494,0.204,0.654,female,0.732
0.588,0.223,0.655,female,0.681
0.558,0.253,0.652,female,0.639
0.609,0.266,0.591,female,0.719
0.544,0.188,0.571,female,0.729
0.515,0.146,0.541,female,0.682
0.621,0.107,0.51,female,0.848
0.617,0.169,0.462,female,0.852
0.601,0.321,0.652,female,0.699
0.608,0.166,0.58,female,0.685
0.458,0.238,0.711,female,0.658
0.534,0.1,0.493,female,0.654
0.583,0.292,0.671,female,0.691
0.503,0.329,0.697,female,0.632
0.529,0.138,0.628,female,0.703
0.594,0.262,0.615,female,0.727
0.592,0.257,0.67,female,0.701
0.634,0.132,0.602,female,0.684
0.581,0.246,0.556,female,0.771
0.507,0.199,0.602,female,0.622
0.66,0.181,0.702,female,0.674
0.605,0.107,0.533,female,0.742
0.551,0.185,0.595,female,0.663
0.519,0.212,0.689,female,0.682
0.593,0.229,0.512,female,0.627
0.454,0.319,0.596,female,0.61
0.598,0.215,0.655,female,0.702
0.536,0.338,0.626,female,0.655
0.575,0.064,0.479,female,0.714
0.551,0.245,0.604,female,0.738
0.66,0.186,0.654,female,0.722
0.568,0.127,0.548,female,0.737
0.521,0.086,0.506,female,0.685
0.515,0.243,0.616,female,0.645
0.568,0.131,0.562,female,0.606
0.644,0.093,0.439,female,0.672
0.567,0.205,0.612,female,0.669
0.628,0.249,0.65,female,0.694
0.52,0.306,0.709,female,0.613
0.661,0.233,0.598,female,0.72
0.526,0.183,0.575,female,0.668
0.473,0.327,0.693,female,0.663
0.498,0.106,0.584,female,0.699
0.595,0.186,0.63,female,0.667
0.573,0.202,0.663,female,0.633
0.54,0.349,0.719,female,0.602
0.606,0.071,0.425,female,0.697
0.628,0.086,0.483,female,0.736
0.582,0.087,0.511,female,0.667
0.623,0.104,0.449,female,0.699
0.642,0.098,0.476,female,0.665
0.571,0.115,0.54,female,0.703
0.576,0.1,0.463,female,0.668
0.549,0.06,0.351,female,0.666
0.5,0.058,0.372,female,0.677
0.646,0.143,0.611,female,0.706
0.62,0.086,0.386,female,0.674
0.598,0.129,0.467,female,0.699
0.591,0.13,0.525,female,0.691
0.612,0.165,0.545,female,0.69
0.616,0.102,0.46,female,0.682
0.602,0.072,0.48,female,0.703
0.689,0.125,0.442,female,0.71
0.64,0.081,0.451,female,0.664
0.61,0.125,0.563,female,0.667
0.579,0.158,0.439,female,0.679
0.567,0.093,0.416,female,0.687
0.631,0.072,0.432,female,0.687
0.504,0.05,0.38,female,0.647
0.491,0.101,0.512,female,0.671
0.589,0.114,0.468,female,0.661
0.596,0.142,0.464,female,0.685
0.551,0.086,0.574,female,0.692
0.547,0.172,0.473,female,0.711
0.543,0.102,0.475,female,0.663
0.634,0.032,0.332,female,0.681
0.55,0.133,0.493,female,0.724
0.569,0.083,0.478,female,0.688
0.552,0.135,0.511,female,0.655
0.507,0.062,0.417,female,0.643
0.537,0.164,0.582,female,0.668
0.567,0.118,0.465,female,0.671
0.514,0.085,0.457,female,0.665
0.57,0.18,0.546,female,0.685
0.614,0.065,0.411,female,0.669
0.618,0.061,0.449,female,0.673
0.557,0.115,0.505,female,0.68
0.559,0.12,0.558,female,0.671
0.536,0.197,0.557,female,0.673
0.573,0.045,0.373,female,0.72
0.605,0.134,0.529,female,0.642
0.641,0.101,0.564,female,0.689
0.624,0.139,0.483,female,0.696
0.548,0.137,0.588,female,0.646
0.602,0.129,0.558,female,0.682
0.576,0.1,0.392,female,0.688
0.587,0.114,0.467,female,0.672
0.571,0.164,0.561,female,0.665
0.552,0.162,0.555,female,0.655
0.525,0.193,0.555,female,0.669
0.566,0.184,0.432,female,0.643
0.557,0.28,0.587,female,0.704
0.604,0.125,0.391,female,0.638
0.584,0.072,0.47,female,0.672
0.644,0.124,0.484,female,0.649
0.562,0.089,0.422,female,0.665
0.673,0.025,0.213,female,0.927
0.746,0.061,0.306,female,0.898
0.79,0.062,0.27,female,0.901
0.715,0.057,0.384,female,0.882
0.753,0.068,0.227,female,0.903
0.839,0.049,0.26,female,0.896
0.711,0.033,0.243,female,0.879
0.793,0.055,0.21,female,0.882
0.758,0.058,0.264,female,0.878
0.824,0.023,0.166,female,0.869
0.8,0.059,0.339,female,0.894
0.718,0.051,0.213,female,0.908
0.759,0.092,0.382,female,0.877
0.676,0.075,0.329,female,0.894
0.759,0.058,0.332,female,0.886
0.793,0.063,0.258,female,0.877
0.713,0.055,0.213,female,0.871
0.7,0.053,0.274,female,0.91
0.753,0.048,0.277,female,0.896
0.882,0.017,0.211,female,0.902
0.784,0.025,0.145,female,0.948
0.693,0.046,0.268,female,0.932
0.765,0.041,0.195,female,0.93
0.802,0.015,0.134,female,0.906
0.818,0.05,0.291,female,0.918
0.849,0.068,0.262,female,0.915
0.758,0.037,0.161,female,0.904
0.791,0.041,0.269,female,0.911
0.775,0.015,0.214,female,0.9
0.752,0.044,0.232,female,0.919
0.824,0.05,0.14,female,0.943
0.784,0.043,0.25,female,0.894
0.79,0.054,0.265,female,0.872
0.711,0.083,0.303,female,0.901
0.824,0.047,0.253,female,0.884
0.76,0.036,0.303,female,0.909
0.758,0.05,0.229,female,0.904
0.809,0.043,0.207,female,0.907
0.716,0.025,0.227,female,0.906
0.826,0.014,0.229,female,0.873
0.738,0.05,0.317,female,0.914
0.738,0.023,0.218,female,0.881
0.816,0.042,0.181,female,0.944
0.833,0.033,0.227,female,0.923
0.82,0.03,0.213,female,0.914
0.817,0.026,0.229,female,0.891
0.806,0.071,0.3,female,0.919
0.787,0.077,0.253,female,0.912
0.79,0.018,0.191,female,0.894
0.804,0.038,0.236,female,0.905
0.691,0.022,0.246,female,0.937
0.693,0.068,0.343,female,0.913
0.778,0.06,0.287,female,0.912
0.865,0.051,0.287,female,0.889
0.799,0.038,0.293,female,0.9
0.801,0.044,0.16,female,0.875
0.822,0.105,0.281,female,0.877
0.8,0.012,0.136,female,0.907
0.762,0.055,0.274,female,0.904
0.678,0.059,0.309,female,0.905
0.504,0.067,0.428,female,0.799
0.617,0.175,0.539,female,0.796
0.529,0.145,0.441,female,0.768
0.538,0.09,0.489,female,0.779
0.554,0.14,0.51,female,0.778
0.654,0.102,0.523,female,0.787
0.651,0.139,0.398,female,0.765
0.643,0.086,0.459,female,0.767
0.671,0.115,0.466,female,0.808
0.609,0.153,0.519,female,0.785
0.603,0.048,0.416,female,0.773
0.643,0.135,0.455,female,0.747
0.632,0.155,0.417,female,0.765
0.564,0.191,0.582,female,0.759
0.563,0.101,0.469,female,0.811
0.657,0.074,0.405,female,0.823
0.584,0.081,0.459,female,0.801
0.525,0.135,0.523,female,0.8
0.62,0.063,0.397,female,0.763
0.53,0.17,0.556,female,0.788
0.544,0.133,0.507,female,0.77
0.588,0.076,0.497,female,0.81
0.588,0.12,0.511,female,0.773
0.591,0.144,0.564,female,0.761
0.568,0.118,0.519,female,0.802
0.574,0.153,0.588,female,0.764
0.607,0.077,0.496,female,0.785
0.577,0.123,0.526,female,0.757
0.625,0.096,0.512,female,0.749
0.4,0.131,0.599,female,0.773
0.629,0.156,0.499,female,0.761
0.653,0.091,0.433,female,0.765
0.613,0.095,0.523,female,0.739
0.525,0.15,0.587,female,0.778
0.656,0.145,0.577,female,0.783
0.477,0.139,0.602,female,0.77
0.634,0.176,0.635,female,0.802
0.579,0.139,0.497,female,0.741
0.56,0.138,0.589,female,0.791
0.636,0.103,0.52,female,0.807
0.553,0.101,0.549,female,0.796
0.49,0.096,0.536,female,0.756
0.595,0.159,0.475,female,0.769
0.729,0.069,0.403,female,0.894
0.754,0.117,0.446,female,0.821
0.466,0.186,0.509,female,0.798
0.546,0.142,0.488,female,0.793
0.567,0.107,0.623,female,0.757
0.668,0.099,0.379,female,0.765
0.561,0.175,0.534,female,0.758
0.64,0.12,0.398,female,0.816
0.755,0.084,0.358,female,0.869
0.558,0.104,0.501,female,0.767
0.5,0.117,0.519,female,0.771
0.633,0.069,0.321,female,0.863
0.521,0.139,0.481,female,0.796
0.654,0.114,0.481,female,0.824
0.581,0.056,0.412,female,0.841
0.744,0.134,0.381,female,0.834
0.659,0.159,0.396,female,0.824
0.55,0.257,0.801,female,0.672
0.315,0.348,0.84,female,0.531
0.644,0.531,0.843,female,0.283
0.635,0.193,0.759,female,0.642
0.705,0.205,0.763,female,0.664
0.609,0.215,0.818,female,0.643
0.658,0.065,0.595,female,0.722
0.671,0.178,0.774,female,0.653
0.637,0.139,0.739,female,0.612
0.625,0.29,0.82,female,0.579
0.585,0.234,0.798,female,0.593
0.55,0.178,0.784,female,0.592
0.593,0.204,0.797,female,0.542
0.492,0.277,0.874,female,0.507
0.563,0.266,0.833,female,0.517
0.58,0.194,0.784,female,0.627
0.402,0.196,0.758,female,0.64
0.637,0.082,0.507,female,0.688
0.619,0.165,0.614,female,0.733
0.579,0.121,0.582,female,0.683
0.608,0.198,0.551,female,0.665
0.712,0.17,0.535,female,0.78
0.553,0.114,0.549,female,0.664
0.572,0.116,0.571,female,0.736
0.574,0.176,0.617,female,0.716
0.625,0.103,0.513,female,0.719
0.554,0.091,0.542,female,0.649
0.505,0.194,0.781,female,0.607
0.58,0.108,0.712,female,0.578
0.511,0.244,0.861,female,0.513
0.564,0.282,0.829,female,0.587
0.625,0.825,0.173,female,0.037
0.586,0.804,0.191,female,0.039
0.537,0.696,0.527,female,0.146
0.532,0.812,0.211,female,0.021
0.554,0.804,0.239,female,0.04
0.482,0.209,0.804,female,0.596
0.491,0.295,0.831,female,0.579
0.461,0.285,0.837,female,0.571
0.332,0.159,0.797,female,0.588
0.521,0.14,0.754,female,0.623
0.438,0.314,0.829,female,0.576
0.529,0.153,0.774,female,0.629
0.517,0.192,0.831,female,0.618
0.472,0.165,0.705,female,0.585
0.441,0.317,0.808,female,0.568
0.425,0.312,0.787,female,0.569
0.521,0.19,0.763,female,0.588
0.488,0.116,0.674,female,0.593
0.462,0.206,0.795,female,0.607
0.496,0.187,0.803,female,0.597
0.548,0.145,0.768,female,0.626
0.439,0.217,0.741,female,0.576
0.45,0.242,0.812,female,0.598
0.482,0.194,0.76,female,0.574
0.607,0.129,0.734,female,0.608
0.463,0.286,0.713,female,0.562
0.431,0.268,0.773,female,0.569
0.445,0.4,0.796,female,0.554
0.451,0.395,0.769,female,0.557
0.396,0.274,0.783,female,0.59
0.52,0.293,0.743,female,0.606
0.517,0.207,0.743,female,0.604
0.557,0.166,0.738,female,0.629
0.455,0.15,0.743,female,0.608
0.436,0.281,0.779,female,0.558
0.487,0.204,0.766,female,0.575
0.559,0.106,0.71,female,0.627
0.446,0.161,0.788,female,0.592
0.471,0.17,0.774,female,0.587
0.507,0.158,0.795,female,0.583
0.491,0.196,0.839,female,0.593
0.381,0.223,0.803,female,0.582
0.4,0.277,0.81,female,0.575
0.529,0.18,0.795,female,0.6
0.539,0.112,0.693,female,0.619
0.424,0.143,0.775,female,0.618
0.529,0.24,0.806,female,0.58
0.395,0.344,0.838,female,0.567
0.532,0.286,0.839,female,0.567
0.508,0.14,0.745,female,0.625
0.476,0.205,0.804,female,0.586
0.391,0.237,0.806,female,0.567
0.524,0.164,0.764,female,0.599
0.473,0.205,0.768,female,0.589
0.455,0.327,0.831,female,0.566
0.498,0.288,0.802,female,0.573
0.555,0.143,0.759,female,0.598
0.744,0.009,0.38,female,0.751
0.784,0.019,0.354,female,0.787
0.801,0.036,0.454,female,0.827
0.884,0.03,0.459,female,0.86
0.726,0.044,0.428,female,0.762
0.719,0.056,0.446,female,0.781
0.734,0.033,0.433,female,0.799
0.908,0.079,0.52,female,0.85
0.771,0,0.325,female,0.776
0.774,0.025,0.357,female,0.762
0.883,0.045,0.399,female,0.827
0.811,0.069,0.485,female,0.806
0.734,0.03,0.35,female,0.769
0.814,0.038,0.372,female,0.797
0.716,0.056,0.472,female,0.777
0.922,0.1,0.534,female,0.825
0.716,0.004,0.303,female,0.728
0.73,0.042,0.444,female,0.77
0.888,0.045,0.466,female,0.839
0.846,0.052,0.481,female,0.832
0.632,0.037,0.479,female,0.678
0.757,0.002,0.352,female,0.767
0.827,0.07,0.482,female,0.799
0.885,0.034,0.426,female,0.839
0.722,0.011,0.353,female,0.759
0.812,0.081,0.37,female,0.786
0.874,0.015,0.396,female,0.841
0.908,0.135,0.505,female,0.855
0.768,0.015,0.351,female,0.778
0.828,0.028,0.35,female,0.806
0.897,0.027,0.342,female,0.836
0.82,0.056,0.47,female,0.811
0.744,0.026,0.379,female,0.743
0.748,0.098,0.582,female,0.763
0.72,0.046,0.467,female,0.772
0.845,0.11,0.56,female,0.839
0.79,0.02,0.388,female,0.791
0.785,0.03,0.457,female,0.78
0.785,0.038,0.462,female,0.779
1,0.092,0.508,female,0.875
0.733,0.025,0.469,female,0.766
0.83,0.053,0.479,female,0.79
0.785,0.033,0.454,female,0.799
0.964,0.104,0.587,female,0.854
0.785,0.037,0.367,female,0.78
0.828,0.066,0.457,female,0.801
0.69,0.026,0.395,female,0.757
0.821,0.086,0.518,female,0.795
0.714,0.034,0.426,female,0.738
0.746,0.061,0.488,female,0.768
0.763,0.063,0.537,female,0.756
0.883,0.065,0.472,female,0.837
0.537,0.075,0.567,female,0.64
0.513,0.091,0.591,female,0.635
0.555,0.094,0.596,female,0.598
0.522,0.07,0.623,female,0.648
0.507,0.081,0.616,female,0.612
0.515,0.056,0.567,female,0.609
0.561,0.048,0.583,female,0.641
0.545,0.053,0.606,female,0.633
0.593,0.046,0.541,female,0.637
0.569,0.037,0.532,female,0.648
0.587,0.047,0.555,female,0.639
0.571,0.028,0.533,female,0.635
0.613,0.031,0.516,female,0.658
0.57,0.024,0.509,female,0.654
0.541,0.037,0.528,female,0.643
0.558,0.065,0.588,female,0.619
0.582,0.057,0.556,female,0.638
0.515,0.056,0.571,female,0.638
0.542,0.046,0.509,female,0.601
0.562,0.098,0.598,female,0.598
0.5,0.069,0.572,female,0.604
0.587,0.04,0.544,female,0.642
0.532,0.075,0.594,female,0.628
0.564,0.043,0.546,female,0.645
0.579,0.074,0.535,female,0.66
0.513,0.056,0.56,female,0.645
0.553,0.021,0.548,female,0.639
0.525,0.028,0.496,female,0.663
0.574,0.051,0.538,female,0.63
0.533,0.051,0.52,female,0.657
0.559,0.07,0.566,female,0.636
0.549,0.085,0.605,female,0.596
0.528,0.022,0.529,female,0.669
0.521,0.059,0.574,female,0.617
0.537,0.101,0.582,female,0.553
0.521,0.077,0.633,female,0.631
0.486,0.022,0.524,female,0.655
0.511,0.057,0.567,female,0.648
0.573,0.048,0.582,female,0.649
0.579,0.053,0.561,female,0.639
0.501,0.047,0.581,female,0.647
0.572,0.077,0.608,female,0.6
0.63,0.106,0.566,female,0.569
